Date,Id,suburb,postalCode,sellPrice,bed,bath,car,propType
2019-06-01,37342,Chipping Norton,2170,712000,4.0,2,2.0,house
2019-05-31,37343,Chipping Norton,2170,935000,4.0,2,2.0,house
2019-05-31,37344,Moorebank,2170,810000,4.0,2,1.0,house
2019-05-31,37345,Chipping Norton,2170,602500,3.0,1,1.0,townhouse
2019-05-30,37346,Chipping Norton,2170,780000,4.0,2,2.0,house
2019-05-28,37347,Casula,2170,895000,4.0,3,2.0,house
2019-05-28,37348,Prestons,2170,820000,4.0,2,2.0,house
2019-05-25,37349,Casula,2170,805000,5.0,3,2.0,house
2019-05-25,37350,Casula,2170,631000,4.0,2,2.0,house
2019-05-24,37351,Prestons,2170,770000,4.0,2,2.0,house
2019-05-24,37352,Lurnea,2170,590000,4.0,2,1.0,house
2019-05-24,37353,Lurnea,2170,530000,3.0,1,4.0,house
2019-05-23,37354,Hammondville,2170,630000,3.0,1,1.0,house
2019-05-23,37355,Mount Pritchard,2170,560000,2.0,1,2.0,house
2019-05-22,37356,Prestons,2170,705000,4.0,2,2.0,house
2019-05-22,37357,Mount Pritchard,2170,660000,3.0,1,5.0,house
2019-05-22,37358,Lurnea,2170,605000,3.0,1,1.0,house
2019-05-22,37359,Mount Pritchard,2170,600000,3.0,1,1.0,house
2019-05-20,37360,Chipping Norton,2170,940000,4.0,2,2.0,house
2019-05-20,37361,Moorebank,2170,920000,4.0,2,2.0,house
2019-05-20,37362,Mount Pritchard,2170,585000,3.0,1,2.0,house
2019-05-18,37363,Casula,2170,647000,3.0,1,1.0,house
2019-05-18,37364,Casula,2170,575000,3.0,1,1.0,house
2019-05-17,37365,Mount Pritchard,2170,1150000,6.0,4,3.0,house
2019-05-14,37366,Prestons,2170,711000,4.0,2,2.0,house
2019-05-14,37367,Liverpool,2170,525000,3.0,2,2.0,townhouse
2019-05-13,37368,Liverpool,2170,985000,5.0,4,2.0,house
2019-05-13,37369,Moorebank,2170,955000,3.0,2,4.0,house
2019-05-13,37370,Lurnea,2170,680000,4.0,1,2.0,house
2019-05-11,37371,Chipping Norton,2170,900000,4.0,2,2.0,house
2019-05-11,37372,Casula,2170,551000,3.0,1,,house
2019-05-09,37373,Prestons,2170,740000,4.0,2,2.0,house
2019-05-08,37374,Chipping Norton,2170,1100000,5.0,3,2.0,house
2019-05-07,37375,Chipping Norton,2170,1300000,4.0,2,2.0,house
2019-05-07,37376,Liverpool,2170,700000,4.0,3,1.0,duplex/semi-detached
2019-05-04,37377,Chipping Norton,2170,795000,4.0,2,1.0,house
2019-05-03,37378,Moorebank,2170,1000000,4.0,2,2.0,house
2019-05-02,37379,Liverpool,2170,838000,3.0,1,2.0,house
2019-04-29,37380,Liverpool,2170,710000,4.0,3,2.0,house
2019-04-28,37381,Mount Pritchard,2170,755000,3.0,1,,house
2019-04-27,37382,Chipping Norton,2170,881000,4.0,2,4.0,house
2019-04-27,37383,Liverpool,2170,510000,3.0,2,2.0,townhouse
2019-04-26,37384,Moorebank,2170,810000,3.0,2,2.0,house
2019-04-24,37385,Mount Pritchard,2170,1100000,6.0,3,2.0,house
2019-04-23,37386,Prestons,2170,750000,5.0,3,2.0,house
2019-04-23,37387,Prestons,2170,635000,3.0,1,1.0,house
2019-04-18,37388,Chipping Norton,2170,850000,4.0,3,2.0,house
2019-04-18,37389,Lurnea,2170,670000,5.0,2,2.0,house
2019-04-18,37390,Lurnea,2170,415000,2.0,1,1.0,townhouse
2019-04-16,37391,Prestons,2170,698000,4.0,2,2.0,house
2019-04-15,37392,Prestons,2170,715000,4.0,2,2.0,house
2019-04-13,37393,Liverpool,2170,906000,3.0,1,2.0,house
2019-04-13,37394,Casula,2170,880000,4.0,2,2.0,house
2019-04-13,37395,Liverpool,2170,720000,4.0,2,1.0,house
2019-04-11,37396,Casula,2170,590000,3.0,1,1.0,house
2019-04-08,37397,Moorebank,2170,940000,4.0,2,2.0,house
2019-04-06,37398,Casula,2170,1310000,3.0,1,4.0,house
2019-04-06,37399,Lurnea,2170,685000,3.0,1,2.0,house
2019-04-04,37400,Hammondville,2170,740000,3.0,1,2.0,house
2019-04-04,37401,Warwick Farm,2170,620000,3.0,2,4.0,house
2019-04-01,37402,Chipping Norton,2170,790000,4.0,2,2.0,house
2019-03-30,37403,Chipping Norton,2170,955000,4.0,2,2.0,house
2019-03-29,37404,Chipping Norton,2170,835000,5.0,2,2.0,house
2019-03-27,37405,Chipping Norton,2170,750000,3.0,1,3.0,house
2019-03-23,37406,Casula,2170,590000,3.0,2,2.0,townhouse
2019-03-22,37407,Chipping Norton,2170,1015000,4.0,3,2.0,house
2019-03-22,37408,Chipping Norton,2170,765000,3.0,1,2.0,house
2019-03-22,37409,Prestons,2170,745000,4.0,2,2.0,house
2019-03-22,37410,Mount Pritchard,2170,676000,3.0,2,,house
2019-03-21,37411,Moorebank,2170,780000,3.0,1,1.0,house
2019-03-21,37412,Mount Pritchard,2170,600000,5.0,2,2.0,house
2019-03-21,37413,Moorebank,2170,565000,3.0,2,2.0,townhouse
2019-03-19,37414,Hammondville,2170,665000,3.0,2,1.0,house
2019-03-19,37415,Prestons,2170,640000,3.0,2,1.0,house
2019-03-16,37416,Mount Pritchard,2170,1056000,3.0,1,4.0,house
2019-03-15,37417,Casula,2170,530000,2.0,1,1.0,townhouse
2019-03-14,37418,Hammondville,2170,980000,4.0,2,2.0,house
2019-03-14,37419,Casula,2170,520000,3.0,1,1.0,house
2019-03-13,37420,Mount Pritchard,2170,592000,3.0,1,2.0,house
2019-03-12,37421,Lurnea,2170,570000,3.0,1,1.0,house
2019-03-11,37422,Chipping Norton,2170,975000,4.0,3,4.0,house
2019-03-11,37423,Prestons,2170,727500,5.0,2,1.0,house
2019-03-09,37424,Prestons,2170,815000,3.0,2,2.0,house
2019-03-07,37425,Prestons,2170,750000,4.0,2,2.0,house
2019-03-07,37426,Chipping Norton,2170,730000,3.0,2,2.0,duplex/semi-detached
2019-03-07,37427,Prestons,2170,625000,3.0,1,1.0,house
2019-03-07,37428,Casula,2170,450000,3.0,1,1.0,townhouse
2019-03-05,37429,Prestons,2170,692500,4.0,2,2.0,house
2019-03-04,37430,Moorebank,2170,740000,3.0,1,1.0,house
2019-03-02,37431,Moorebank,2170,1040500,5.0,3,2.0,house
2019-03-01,37432,Prestons,2170,775000,4.0,2,2.0,house
2019-03-01,37433,Prestons,2170,650000,3.0,2,1.0,house
2019-02-28,37434,Hammondville,2170,700000,3.0,1,1.0,house
2019-02-26,37435,Moorebank,2170,992500,4.0,3,2.0,house
2019-02-26,37436,Lurnea,2170,665000,4.0,1,,house
2019-02-25,37437,Lurnea,2170,585000,3.0,2,1.0,townhouse
2019-02-22,37438,Chipping Norton,2170,970000,4.0,2,2.0,house
2019-02-22,37439,Moorebank,2170,925000,4.0,2,2.0,house
2019-02-21,37440,Casula,2170,512000,3.0,1,1.0,duplex/semi-detached
2019-02-19,37441,Liverpool,2170,730000,4.0,2,2.0,house
2019-02-19,37442,Hammondville,2170,655000,3.0,2,1.0,house
2019-02-16,37443,Casula,2170,965000,5.0,3,2.0,house
2019-02-16,37444,Prestons,2170,770000,5.0,3,2.0,house
2019-02-15,37445,Prestons,2170,777500,4.0,2,2.0,house
2019-02-15,37446,Lurnea,2170,580000,3.0,1,1.0,house
2019-02-13,37447,Liverpool,2170,495000,3.0,1,1.0,townhouse
2019-02-12,37448,Chipping Norton,2170,785000,5.0,2,3.0,house
2019-02-08,37449,Prestons,2170,920000,4.0,3,2.0,house
2019-02-06,37450,Mount Pritchard,2170,720000,5.0,2,2.0,house
2019-01-31,37451,Moorebank,2170,830000,3.0,2,1.0,house
2019-01-25,37452,Prestons,2170,695000,4.0,2,4.0,house
2019-01-24,37453,Lurnea,2170,830000,5.0,2,3.0,house
2019-01-24,37454,Casula,2170,765000,4.0,2,2.0,house
2019-01-23,37455,Liverpool,2170,810000,4.0,3,4.0,house
2019-01-22,37456,Prestons,2170,610000,4.0,1,,house
2019-01-21,37457,Moorebank,2170,1832500,5.0,3,3.0,house
2019-01-17,37458,Prestons,2170,928000,4.0,2,2.0,house
2019-01-14,37459,Lurnea,2170,600000,2.0,1,1.0,house
2019-01-11,37460,Casula,2170,842000,5.0,3,2.0,house
2019-01-10,37461,Chipping Norton,2170,1650000,5.0,3,10.0,house
2019-01-04,37462,Prestons,2170,630000,3.0,1,1.0,house
2018-12-22,37463,Moorebank,2170,861000,5.0,3,1.0,house
2018-12-21,37464,Prestons,2170,685000,4.0,2,1.0,house
2018-12-20,37465,Chipping Norton,2170,1082000,5.0,2,2.0,house
2018-12-20,37466,Casula,2170,700000,4.0,2,2.0,house
2018-12-19,37467,Moorebank,2170,902500,4.0,2,2.0,house
2018-12-18,37468,Prestons,2170,760000,5.0,3,2.0,house
2018-12-17,37469,Lurnea,2170,695000,4.0,2,2.0,house
2018-12-17,37470,Lurnea,2170,655000,3.0,2,2.0,house
2018-12-14,37471,Prestons,2170,582000,4.0,2,2.0,townhouse
2018-12-14,37472,Liverpool,2170,300000,2.0,1,1.0,house
2018-12-12,37473,Chipping Norton,2170,1040000,6.0,3,2.0,house
2018-12-11,37474,Prestons,2170,700000,4.0,2,2.0,house
2018-12-11,37475,Liverpool,2170,640000,3.0,1,1.0,house
2018-12-11,37476,Moorebank,2170,628000,3.0,1,1.0,house
2018-12-11,37477,Moorebank,2170,510000,2.0,2,1.0,townhouse
2018-12-07,37478,Prestons,2170,705000,4.0,2,2.0,house
2018-12-07,37479,Hammondville,2170,700000,3.0,1,3.0,house
2018-12-06,37480,Mount Pritchard,2170,645000,3.0,1,2.0,house
2018-12-04,37481,Prestons,2170,740000,4.0,3,2.0,house
2018-12-04,37482,Casula,2170,710000,3.0,1,1.0,house
2018-12-01,37483,Mount Pritchard,2170,750000,5.0,2,1.0,house
2018-12-01,37484,Liverpool,2170,630000,3.0,2,4.0,house
2018-11-30,37485,Prestons,2170,662000,4.0,2,2.0,house
2018-11-29,37486,Liverpool,2170,820000,5.0,2,2.0,house
2018-11-27,37487,Prestons,2170,765000,5.0,3,2.0,house
2018-11-26,37488,Prestons,2170,813000,4.0,2,2.0,house
2018-11-26,37489,Casula,2170,675000,3.0,1,1.0,house
2018-11-26,37490,Mount Pritchard,2170,608000,3.0,1,,house
2018-11-24,37491,Chipping Norton,2170,925000,3.0,2,1.0,house
2018-11-23,37492,Casula,2170,880000,5.0,2,2.0,house
2018-11-23,37493,Liverpool,2170,785000,4.0,3,2.0,house
2018-11-23,37494,Casula,2170,690000,3.0,2,2.0,house
2018-11-22,37495,Moorebank,2170,950000,4.0,2,2.0,house
2018-11-22,37496,Moorebank,2170,825000,4.0,1,1.0,house
2018-11-20,37497,Chipping Norton,2170,870000,4.0,2,1.0,duplex/semi-detached
2018-11-19,37498,Casula,2170,470000,2.0,1,1.0,townhouse
2018-11-12,37499,Moorebank,2170,847000,5.0,3,2.0,house
2018-11-12,37500,Lurnea,2170,758000,2.0,1,3.0,house
2018-11-10,37501,Chipping Norton,2170,1055000,5.0,2,4.0,house
2018-11-10,37502,Casula,2170,877000,4.0,3,2.0,house
2018-11-10,37503,Moorebank,2170,790000,3.0,1,1.0,house
2018-11-05,37504,Chipping Norton,2170,860000,4.0,2,2.0,house
2018-11-05,37505,Mount Pritchard,2170,565000,3.0,1,1.0,house
2018-11-01,37506,Chipping Norton,2170,760000,3.0,1,2.0,house
2018-10-31,37507,Chipping Norton,2170,845000,3.0,2,4.0,house
2018-10-31,37508,Chipping Norton,2170,780000,4.0,1,1.0,house
2018-10-30,37509,Lurnea,2170,610000,3.0,2,4.0,house
2018-10-30,37510,Casula,2170,585000,3.0,1,1.0,townhouse
2018-10-29,37511,Chipping Norton,2170,2000000,5.0,4,4.0,house
2018-10-29,37512,Mount Pritchard,2170,600000,4.0,2,7.0,house
2018-10-27,37513,Hammondville,2170,795000,3.0,2,2.0,house
2018-10-27,37514,Lurnea,2170,473000,2.0,1,1.0,townhouse
2018-10-26,37515,Chipping Norton,2170,1035000,4.0,3,2.0,house
2018-10-26,37516,Moorebank,2170,682000,3.0,1,1.0,house
2018-10-23,37517,Moorebank,2170,890000,3.0,2,2.0,house
2018-10-23,37518,Liverpool,2170,825000,5.0,3,2.0,house
2018-10-20,37519,Casula,2170,690000,2.0,1,,house
2018-10-19,37520,Mount Pritchard,2170,705000,3.0,2,4.0,house
2018-10-19,37521,Casula,2170,650000,3.0,2,1.0,house
2018-10-16,37522,Prestons,2170,630000,4.0,1,1.0,house
2018-10-16,37523,Lurnea,2170,620000,3.0,1,,house
2018-10-15,37524,Moorebank,2170,1025000,5.0,2,1.0,house
2018-10-13,37525,Casula,2170,1151000,5.0,3,2.0,house
2018-10-13,37526,Casula,2170,810000,3.0,2,2.0,house
2018-10-12,37527,Chipping Norton,2170,970000,4.0,2,2.0,house
2018-10-12,37528,Chipping Norton,2170,635000,3.0,1,1.0,townhouse
2018-10-12,37529,Hammondville,2170,629000,3.0,1,1.0,house
2018-10-11,37530,Moorebank,2170,1255000,4.0,4,2.0,house
2018-10-10,37531,Casula,2170,690000,3.0,1,1.0,house
2018-10-09,37532,Hammondville,2170,775000,3.0,1,1.0,house
2018-10-08,37533,Moorebank,2170,1085000,4.0,3,2.0,house
2018-10-08,37534,Moorebank,2170,855000,4.0,2,1.0,house
2018-10-06,37535,Moorebank,2170,910000,3.0,2,2.0,house
2018-10-04,37536,Casula,2170,725000,3.0,1,1.0,house
2018-10-04,37537,Mount Pritchard,2170,570000,3.0,2,1.0,townhouse
2018-10-03,37538,Chipping Norton,2170,940000,4.0,2,2.0,house
2018-10-03,37539,Liverpool,2170,917000,6.0,3,4.0,house
2018-09-28,37540,Prestons,2170,1000000,5.0,4,2.0,house
2018-09-26,37541,Chipping Norton,2170,655000,3.0,2,2.0,townhouse
2018-09-24,37542,Chipping Norton,2170,1250000,4.0,2,2.0,house
2018-09-22,37543,Mount Pritchard,2170,575000,3.0,1,,house
2018-09-21,37544,Chipping Norton,2170,1050000,5.0,2,2.0,house
2018-09-19,37545,Casula,2170,740000,4.0,2,2.0,house
2018-09-18,37546,Chipping Norton,2170,742000,4.0,3,2.0,house
2018-09-18,37547,Prestons,2170,727000,4.0,2,2.0,house
2018-09-14,37548,Lurnea,2170,750000,4.0,1,3.0,house
2018-09-13,37549,Prestons,2170,1120000,5.0,3,2.0,house
2018-09-13,37550,Lurnea,2170,795000,4.0,2,4.0,house
2018-09-11,37551,Chipping Norton,2170,910000,4.0,2,4.0,house
2018-09-11,37552,Prestons,2170,800000,4.0,2,2.0,house
2018-09-10,37553,Liverpool,2170,695000,3.0,2,1.0,house
2018-09-07,37554,Moorebank,2170,785000,3.0,1,1.0,house
2018-09-01,37555,Casula,2170,720000,4.0,2,4.0,house
2018-08-30,37556,Hammondville,2170,655000,3.0,1,1.0,house
2018-08-29,37557,Moorebank,2170,865000,3.0,2,1.0,house
2018-08-29,37558,Hammondville,2170,590000,2.0,1,1.0,townhouse
2018-08-25,37559,Mount Pritchard,2170,1199000,5.0,3,2.0,house
2018-08-25,37560,Chipping Norton,2170,620000,3.0,2,1.0,house
2018-08-23,37561,Liverpool,2170,527000,3.0,2,2.0,house
2018-08-21,37562,Chipping Norton,2170,640000,4.0,2,1.0,townhouse
2018-08-20,37563,Chipping Norton,2170,860000,4.0,3,2.0,house
2018-08-20,37564,Mount Pritchard,2170,560000,2.0,1,1.0,house
2018-08-18,37565,Chipping Norton,2170,1550000,5.0,3,4.0,house
2018-08-18,37566,Casula,2170,840000,4.0,2,2.0,house
2018-08-16,37567,Prestons,2170,760000,4.0,2,2.0,house
2018-08-15,37568,Hammondville,2170,765000,4.0,2,2.0,house
2018-08-15,37569,Moorebank,2170,590000,3.0,2,1.0,townhouse
2018-08-14,37570,Chipping Norton,2170,955000,4.0,2,3.0,house
2018-08-14,37571,Lurnea,2170,470000,2.0,1,1.0,townhouse
2018-08-10,37572,Moorebank,2170,885000,3.0,2,2.0,house
2018-08-10,37573,Chipping Norton,2170,665000,3.0,2,1.0,townhouse
2018-08-03,37574,Moorebank,2170,995000,4.0,2,1.0,house
2018-08-03,37575,Casula,2170,860000,5.0,3,6.0,house
2018-07-31,37576,Chipping Norton,2170,915000,5.0,3,2.0,house
2018-07-30,37577,Mount Pritchard,2170,950000,4.0,1,4.0,house
2018-07-30,37578,Chipping Norton,2170,920000,3.0,1,1.0,house
2018-07-30,37579,Chipping Norton,2170,750000,3.0,3,2.0,townhouse
2018-07-27,37580,Casula,2170,762000,4.0,2,2.0,house
2018-07-27,37581,Casula,2170,680000,4.0,3,3.0,house
2018-07-24,37582,Casula,2170,815000,4.0,2,2.0,house
2018-07-24,37583,Liverpool,2170,742000,3.0,1,3.0,house
2018-07-20,37584,Chipping Norton,2170,997500,4.0,2,2.0,house
2018-07-19,37585,Liverpool,2170,765000,3.0,1,1.0,house
2018-07-18,37586,Chipping Norton,2170,1185000,5.0,3,4.0,house
2018-07-18,37587,Casula,2170,685000,3.0,1,2.0,house
2018-07-17,37588,Chipping Norton,2170,1055000,4.0,2,2.0,house
2018-07-16,37589,Mount Pritchard,2170,870000,5.0,2,1.0,house
2018-07-14,37590,Hammondville,2170,835000,3.0,1,1.0,house
2018-07-14,37591,Casula,2170,680000,3.0,1,2.0,house
2018-07-13,37592,Chipping Norton,2170,1450000,6.0,3,4.0,house
2018-07-13,37593,Lurnea,2170,520000,2.0,2,1.0,townhouse
2018-07-12,37594,Hammondville,2170,770000,3.0,1,2.0,house
2018-07-12,37595,Prestons,2170,720000,4.0,1,2.0,house
2018-07-11,37596,Moorebank,2170,1085000,4.0,2,2.0,house
2018-07-10,37597,Chipping Norton,2170,845000,3.0,1,1.0,house
2018-07-10,37598,Prestons,2170,690000,4.0,1,1.0,house
2018-07-10,37599,Moorebank,2170,545000,2.0,2,1.0,villa
2018-07-09,37600,Prestons,2170,825000,4.0,3,2.0,house
2018-07-09,37601,Moorebank,2170,800000,3.0,2,2.0,house
2018-07-07,37602,Moorebank,2170,837500,3.0,1,1.0,house
2018-07-06,37603,Moorebank,2170,640000,2.0,1,1.0,townhouse
2018-07-03,37604,Lurnea,2170,560000,3.0,1,2.0,townhouse
2018-07-02,37605,Moorebank,2170,890000,4.0,2,5.0,house
2018-06-29,37606,Chipping Norton,2170,1070000,4.0,3,4.0,house
2018-06-29,37607,Prestons,2170,701500,4.0,1,1.0,house
2018-06-29,37608,Prestons,2170,700000,3.0,2,2.0,house
2018-06-29,37609,Casula,2170,658000,3.0,1,1.0,house
2018-06-27,37610,Chipping Norton,2170,908000,3.0,1,1.0,house
2018-06-27,37611,Casula,2170,775000,4.0,2,3.0,house
2018-06-25,37612,Moorebank,2170,1200000,4.0,2,5.0,house
2018-06-25,37613,Hammondville,2170,730000,3.0,2,1.0,house
2018-06-23,37614,Prestons,2170,855000,4.0,2,2.0,house
2018-06-22,37615,Casula,2170,1160000,6.0,4,2.0,house
2018-06-22,37616,Chipping Norton,2170,690000,2.0,1,2.0,townhouse
2018-06-21,37617,Moorebank,2170,833000,4.0,2,1.0,house
2018-06-21,37618,Liverpool,2170,602000,3.0,2,1.0,townhouse
2018-06-20,37619,Prestons,2170,975000,4.0,2,2.0,house
2018-06-20,37620,Liverpool,2170,880000,4.0,3,2.0,house
2018-06-20,37621,Casula,2170,695000,4.0,1,1.0,house
2018-06-20,37622,Moorebank,2170,590000,3.0,2,1.0,house
2018-06-20,37623,Moorebank,2170,570000,2.0,3,2.0,townhouse
2018-06-16,37624,Moorebank,2170,815000,3.0,2,2.0,house
2018-06-16,37625,Liverpool,2170,727000,3.0,1,,house
2018-06-16,37626,Mount Pritchard,2170,690000,3.0,1,2.0,house
2018-06-15,37627,Moorebank,2170,647000,3.0,3,2.0,house
2018-06-15,37628,Moorebank,2170,603000,3.0,2,1.0,townhouse
2018-06-14,37629,Casula,2170,675000,3.0,2,1.0,house
2018-06-13,37630,Prestons,2170,770000,4.0,2,2.0,house
2018-06-12,37631,Moorebank,2170,965000,4.0,3,1.0,house
2018-06-08,37632,Moorebank,2170,710000,3.0,1,1.0,house
2018-06-06,37633,Lurnea,2170,810000,4.0,2,4.0,house
2018-06-05,37634,Prestons,2170,800000,4.0,2,2.0,house
2018-06-05,37635,Casula,2170,523000,2.0,1,1.0,townhouse
2018-06-04,37636,Casula,2170,750000,4.0,2,2.0,house
2018-06-02,37637,Chipping Norton,2170,1455000,5.0,2,4.0,house
2018-06-02,37638,Liverpool,2170,886000,4.0,2,2.0,house
2018-06-01,37639,Chipping Norton,2170,1130000,3.0,3,2.0,house
2018-06-01,37640,Hammondville,2170,808000,3.0,1,3.0,house
2018-06-01,37641,Lurnea,2170,740000,4.0,2,2.0,house
2018-06-01,37642,Lurnea,2170,685000,4.0,1,4.0,house
2018-05-31,37643,Prestons,2170,805000,5.0,2,2.0,house
2018-05-28,37644,Lurnea,2170,690000,3.0,1,1.0,house
2018-05-28,37645,Lurnea,2170,545000,3.0,1,1.0,house
2018-05-26,37646,Prestons,2170,760000,4.0,2,2.0,house
2018-05-25,37647,Casula,2170,662500,3.0,3,2.0,house
2018-05-25,37648,Liverpool,2170,355000,2.0,1,1.0,house
2018-05-24,37649,Chipping Norton,2170,1250000,5.0,3,2.0,house
2018-05-24,37650,Casula,2170,980000,6.0,3,3.0,house
2018-05-24,37651,Hammondville,2170,795000,3.0,2,2.0,house
2018-05-22,37652,Prestons,2170,830000,4.0,2,2.0,house
2018-05-21,37653,Moorebank,2170,965000,3.0,2,2.0,house
2018-05-21,37654,Casula,2170,807500,4.0,3,2.0,house
2018-05-19,37655,Casula,2170,985000,4.0,3,2.0,house
2018-05-19,37656,Prestons,2170,745000,4.0,2,2.0,house
2018-05-19,37657,Mount Pritchard,2170,650000,3.0,1,1.0,house
2018-05-16,37658,Moorebank,2170,1125000,4.0,2,2.0,house
2018-05-16,37659,Liverpool,2170,630000,2.0,1,2.0,house
2018-05-14,37660,Chipping Norton,2170,920000,4.0,3,2.0,house
2018-05-14,37661,Liverpool,2170,645000,4.0,2,1.0,townhouse
2018-05-10,37662,Moorebank,2170,945000,3.0,2,2.0,house
2018-05-10,37663,Moorebank,2170,640000,2.0,1,1.0,duplex/semi-detached
2018-05-09,37664,Lurnea,2170,660000,4.0,2,2.0,townhouse
2018-05-08,37665,Mount Pritchard,2170,697000,5.0,2,2.0,house
2018-05-08,37666,Hammondville,2170,530000,2.0,1,1.0,townhouse
2018-05-07,37667,Casula,2170,582500,3.0,2,1.0,townhouse
2018-05-05,37668,Moorebank,2170,1315000,5.0,3,2.0,house
2018-04-30,37669,Moorebank,2170,1050000,4.0,2,2.0,house
2018-04-30,37670,Liverpool,2170,615000,3.0,1,2.0,house
2018-04-28,37671,Casula,2170,810000,3.0,1,1.0,house
2018-04-27,37672,Prestons,2170,810000,4.0,2,2.0,house
2018-04-27,37673,Casula,2170,655000,3.0,2,1.0,townhouse
2018-04-26,37674,Moorebank,2170,900000,5.0,3,2.0,house
2018-04-26,37675,Casula,2170,730000,3.0,2,1.0,house
2018-04-26,37676,Liverpool,2170,530000,2.0,1,1.0,villa
2018-04-25,37677,Chipping Norton,2170,950000,4.0,2,2.0,house
2018-04-21,37678,Chipping Norton,2170,1350000,4.0,2,2.0,house
2018-04-20,37679,Casula,2170,590000,3.0,1,1.0,townhouse
2018-04-19,37680,Hammondville,2170,600000,2.0,1,1.0,townhouse
2018-04-18,37681,Prestons,2170,780000,4.0,2,2.0,house
2018-04-18,37682,Hammondville,2170,560000,2.0,1,1.0,townhouse
2018-04-17,37683,Moorebank,2170,980000,3.0,2,2.0,house
2018-04-17,37684,Prestons,2170,880000,5.0,3,2.0,house
2018-04-17,37685,Hammondville,2170,730000,3.0,1,2.0,house
2018-04-17,37686,Moorebank,2170,515000,1.0,1,1.0,house
2018-04-14,37687,Liverpool,2170,705000,4.0,2,3.0,house
2018-04-13,37688,Moorebank,2170,930000,4.0,3,1.0,house
2018-04-13,37689,Warwick Farm,2170,460000,2.0,1,1.0,house
2018-04-12,37690,Moorebank,2170,955000,4.0,2,1.0,house
2018-04-12,37691,Prestons,2170,655000,4.0,2,2.0,townhouse
2018-04-11,37692,Chipping Norton,2170,940000,5.0,3,2.0,house
2018-04-11,37693,Casula,2170,785000,4.0,2,2.0,house
2018-04-11,37694,Casula,2170,565000,2.0,1,1.0,villa
2018-04-07,37695,Casula,2170,1060000,4.0,3,2.0,house
2018-04-07,37696,Prestons,2170,790000,3.0,2,1.0,house
2018-04-06,37697,Chipping Norton,2170,1370000,4.0,3,2.0,house
2018-04-06,37698,Hammondville,2170,745000,3.0,2,1.0,house
2018-04-05,37699,Moorebank,2170,975000,3.0,1,1.0,house
2018-04-05,37700,Moorebank,2170,875000,4.0,2,1.0,house
2018-04-04,37701,Liverpool,2170,1265000,6.0,2,2.0,house
2018-04-04,37702,Liverpool,2170,510000,2.0,1,1.0,townhouse
2018-04-04,37703,Casula,2170,510000,2.0,1,1.0,villa
2018-04-03,37704,Liverpool,2170,1120000,5.0,3,2.0,house
2018-04-03,37705,Liverpool,2170,665000,3.0,1,1.0,house
2018-04-03,37706,Liverpool,2170,600000,3.0,1,1.0,house
2018-03-29,37707,Casula,2170,830000,4.0,3,2.0,house
2018-03-29,37708,Moorebank,2170,720000,3.0,1,1.0,house
2018-03-26,37709,Casula,2170,978000,4.0,2,2.0,house
2018-03-24,37710,Prestons,2170,851000,4.0,2,2.0,house
2018-03-24,37711,Mount Pritchard,2170,747000,3.0,1,2.0,house
2018-03-23,37712,Chipping Norton,2170,1370000,5.0,4,7.0,house
2018-03-23,37713,Casula,2170,653000,3.0,1,2.0,house
2018-03-23,37714,Prestons,2170,590000,3.0,2,1.0,townhouse
2018-03-22,37715,Chipping Norton,2170,900000,4.0,2,1.0,duplex/semi-detached
2018-03-22,37716,Liverpool,2170,770000,5.0,3,2.0,house
2018-03-22,37717,Chipping Norton,2170,640000,3.0,2,1.0,townhouse
2018-03-17,37718,Lurnea,2170,782000,3.0,1,1.0,house
2018-03-16,37719,Moorebank,2170,965000,4.0,2,2.0,house
2018-03-16,37720,Moorebank,2170,925000,3.0,2,2.0,house
2018-03-16,37721,Moorebank,2170,875000,3.0,2,1.0,house
2018-03-16,37722,Chipping Norton,2170,628000,2.0,2,1.0,townhouse
2018-03-12,37723,Casula,2170,1015500,5.0,2,2.0,house
2018-03-12,37724,Moorebank,2170,995000,4.0,2,2.0,house
2018-03-12,37725,Moorebank,2170,870000,3.0,2,,house
2018-03-10,37726,Liverpool,2170,1101000,4.0,2,3.0,house
2018-03-07,37727,Chipping Norton,2170,1055000,5.0,3,2.0,house
2018-03-07,37728,Mount Pritchard,2170,985000,6.0,2,2.0,house
2018-03-07,37729,Chipping Norton,2170,640000,3.0,2,1.0,townhouse
2018-03-06,37730,Moorebank,2170,1200000,4.0,2,2.0,house
2018-03-05,37731,Chipping Norton,2170,942000,3.0,1,4.0,house
2018-03-05,37732,Prestons,2170,840000,4.0,2,2.0,house
2018-03-05,37733,Hammondville,2170,705000,3.0,2,1.0,house
2018-03-03,37734,Moorebank,2170,950000,4.0,3,1.0,house
2018-03-03,37735,Prestons,2170,796500,4.0,2,2.0,house
2018-03-03,37736,Casula,2170,751000,4.0,2,2.0,house
2018-03-02,37737,Casula,2170,610000,3.0,2,2.0,townhouse
2018-02-27,37738,Prestons,2170,765000,4.0,2,2.0,house
2018-02-26,37739,Moorebank,2170,615000,2.0,1,1.0,duplex/semi-detached
2018-02-23,37740,Hammondville,2170,725000,3.0,2,2.0,house
2018-02-22,37741,Chipping Norton,2170,900000,5.0,2,1.0,duplex/semi-detached
2018-02-21,37742,Moorebank,2170,1000000,4.0,3,2.0,house
2018-02-20,37743,Chipping Norton,2170,1282500,4.0,2,2.0,house
