Date,Id,suburb,postalCode,sellPrice,bed,bath,car,propType
2018-06-29,92433,Bondi Beach,2026,2060000,4.0,2,,house
2018-06-26,92434,North Bondi,2026,1620000,2.0,1,,house
2018-06-25,92435,North Bondi,2026,2435000,2.0,1,2.0,house
2018-06-20,92436,North Bondi,2026,3280000,3.0,3,2.0,duplex/semi-detached
2018-06-19,92437,Bondi Beach,2026,1800000,2.0,1,1.0,house
2018-06-18,92438,North Bondi,2026,3110000,3.0,2,1.0,house
2018-06-15,92439,Bondi,2026,3070000,4.0,3,,duplex/semi-detached
2018-06-12,92440,North Bondi,2026,2361000,3.0,2,1.0,house
2018-06-07,92441,North Bondi,2026,3020000,4.0,2,2.0,duplex/semi-detached
2018-06-01,92442,North Bondi,2026,3620000,5.0,3,4.0,house
2018-05-17,92443,North Bondi,2026,2545000,3.0,2,3.0,house
2018-05-16,92444,Bondi,2026,2550000,4.0,3,1.0,house
2018-05-14,92445,Bondi Beach,2026,5100000,5.0,4,2.0,house
2018-05-08,92446,Bondi Beach,2026,3039000,3.0,2,2.0,townhouse
2018-05-05,92447,Bondi,2026,2250000,3.0,2,1.0,house
2018-05-04,92448,Bondi Beach,2026,3350000,4.0,2,1.0,house
2018-04-26,92449,Bondi Beach,2026,2230000,2.0,1,,house
2018-04-24,92450,Bondi,2026,1850000,2.0,1,,house
2018-04-23,92451,Bondi Beach,2026,3175000,3.0,1,2.0,house
2018-04-23,92452,Bondi Beach,2026,3035000,3.0,1,,house
2018-04-21,92453,Bondi,2026,3725000,9.0,2,2.0,house
2018-04-16,92454,Bondi Beach,2026,3700000,5.0,4,2.0,house
2018-03-29,92455,Tamarama,2026,12500000,5.0,4,3.0,house
2018-03-28,92456,North Bondi,2026,1875000,2.0,1,,house
2018-03-26,92457,Bondi,2026,12900000,4.0,3,6.0,house
2018-03-23,92458,North Bondi,2026,2360000,3.0,1,1.0,house
2018-03-21,92459,North Bondi,2026,3200000,4.0,3,1.0,house
2018-03-20,92460,North Bondi,2026,2250000,2.0,1,2.0,house
2018-03-14,92461,Bondi Beach,2026,2000000,3.0,2,,house
2018-03-09,92462,North Bondi,2026,2970000,3.0,2,2.0,house
2018-03-08,92463,North Bondi,2026,4255000,5.0,3,2.0,house
2018-02-27,92464,North Bondi,2026,2575000,5.0,2,2.0,house
2018-02-27,92465,North Bondi,2026,2201010,2.0,1,1.0,house
2018-02-26,92466,Bondi,2026,2856000,4.0,3,2.0,house
2018-02-21,92467,North Bondi,2026,2220000,3.0,1,1.0,house
2018-02-15,92468,Bondi,2026,2700000,4.0,2,,house
2018-02-02,92469,Bondi Beach,2026,3850000,4.0,3,2.0,house
2018-01-10,92470,North Bondi,2026,4180000,4.0,2,1.0,house
2017-12-12,92471,Bondi,2026,3550000,4.0,2,2.0,house
2017-12-08,92472,North Bondi,2026,2500000,4.0,2,2.0,duplex/semi-detached
2017-12-01,92473,North Bondi,2026,3600000,4.0,3,2.0,house
2017-11-28,92474,Tamarama,2026,6800000,5.0,3,1.0,house
2017-11-24,92475,North Bondi,2026,3030000,3.0,2,2.0,house
2017-11-23,92476,Tamarama,2026,5790000,4.0,3,2.0,house
2017-11-23,92477,Bondi Beach,2026,4250000,5.0,4,3.0,house
2017-11-21,92478,North Bondi,2026,2950000,4.0,3,1.0,house
2017-11-17,92479,North Bondi,2026,3093000,4.0,2,2.0,house
2017-11-16,92480,North Bondi,2026,3160000,4.0,3,1.0,house
2017-11-16,92481,Bondi Beach,2026,2250000,3.0,2,1.0,house
2017-11-13,92482,North Bondi,2026,2000000,2.0,1,,house
2017-11-09,92483,Bondi Beach,2026,2200000,3.0,2,,house
2017-11-08,92484,North Bondi,2026,4000000,4.0,2,1.0,house
2017-11-06,92485,Tamarama,2026,3800000,4.0,2,1.0,house
2017-11-06,92486,Bondi Beach,2026,3230000,3.0,2,2.0,house
2017-11-06,92487,North Bondi,2026,2660000,3.0,1,,house
2017-11-06,92488,North Bondi,2026,1212000,2.0,1,,house
2017-11-05,92489,North Bondi,2026,3050000,2.0,1,1.0,house
2017-10-30,92490,Bondi,2026,2125000,3.0,2,2.0,house
2017-10-25,92491,Tamarama,2026,4450000,5.0,3,1.0,house
2017-10-24,92492,North Bondi,2026,3050000,4.0,3,1.0,house
2017-10-21,92493,Bondi Beach,2026,1773000,3.0,1,1.0,house
2017-10-20,92494,Bondi,2026,2020000,3.0,2,,house
2017-10-17,92495,Bondi Beach,2026,3285000,3.0,1,1.0,house
2017-10-14,92496,Bondi,2026,3625000,4.0,3,1.0,house
2017-10-13,92497,Bondi,2026,4250000,4.0,2,2.0,house
2017-10-06,92498,Bondi,2026,4500000,3.0,3,2.0,house
2017-10-05,92499,North Bondi,2026,2380000,4.0,3,1.0,house
2017-09-27,92500,North Bondi,2026,2095000,3.0,1,,house
2017-09-25,92501,Tamarama,2026,11200000,5.0,4,4.0,house
2017-09-20,92502,Bondi Beach,2026,2150000,2.0,2,,house
2017-09-18,92503,Bondi,2026,3670000,4.0,2,4.0,house
2017-09-15,92504,North Bondi,2026,2850000,4.0,2,3.0,house
2017-09-12,92505,Bondi Beach,2026,2200000,2.0,1,,duplex/semi-detached
2017-09-08,92506,North Bondi,2026,3560000,4.0,3,2.0,house
2017-09-07,92507,North Bondi,2026,2150000,2.0,1,,house
2017-09-05,92508,Bondi,2026,4200000,5.0,4,2.0,house
2017-09-05,92509,Bondi Beach,2026,2230000,4.0,3,1.0,house
2017-08-29,92510,Bondi Beach,2026,2410000,3.0,2,,duplex/semi-detached
2017-08-25,92511,North Bondi,2026,2301000,3.0,1,2.0,duplex/semi-detached
2017-08-17,92512,North Bondi,2026,2155000,3.0,1,,house
2017-08-16,92513,North Bondi,2026,6925000,5.0,4,4.0,house
2017-08-15,92514,North Bondi,2026,3600000,4.0,3,2.0,house
2017-08-14,92515,Tamarama,2026,13000000,5.0,5,2.0,house
2017-08-12,92516,North Bondi,2026,3190000,4.0,3,1.0,house
2017-08-09,92517,Bondi Beach,2026,2405000,3.0,2,,duplex/semi-detached
2017-08-01,92518,North Bondi,2026,2540000,2.0,1,,house
2017-07-06,92519,North Bondi,2026,3830000,5.0,4,2.0,house
2017-06-28,92520,Bondi Beach,2026,2400000,4.0,2,1.0,house
2017-06-21,92521,North Bondi,2026,5203000,4.0,3,1.0,house
2017-06-16,92522,Bondi Beach,2026,2650000,3.0,3,1.0,house
2017-06-05,92523,Bondi Beach,2026,2911000,3.0,1,1.0,house
2017-06-02,92524,Bondi Beach,2026,3450000,4.0,3,1.0,house
2017-06-02,92525,North Bondi,2026,2400000,3.0,1,1.0,house
2017-05-27,92526,Bondi,2026,2250000,3.0,1,,duplex/semi-detached
2017-05-26,92527,North Bondi,2026,2926000,4.0,1,2.0,house
2017-05-17,92528,North Bondi,2026,2500000,3.0,1,,duplex/semi-detached
2017-05-16,92529,North Bondi,2026,2650000,4.0,2,3.0,house
2017-05-15,92530,Bondi,2026,2500000,4.0,2,,house
2017-05-12,92531,Bondi,2026,2150000,3.0,2,,house
2017-05-11,92532,North Bondi,2026,10350000,6.0,6,6.0,house
2017-05-11,92533,North Bondi,2026,5650000,4.0,3,2.0,house
2017-05-11,92534,Bondi Beach,2026,4100000,4.0,2,4.0,house
2017-05-04,92535,North Bondi,2026,4320000,5.0,3,2.0,house
2017-05-03,92536,Bondi Beach,2026,2250000,3.0,1,3.0,duplex/semi-detached
2017-05-01,92537,North Bondi,2026,3500000,4.0,2,2.0,house
2017-05-01,92538,Bondi Beach,2026,2860000,3.0,2,2.0,house
2017-04-11,92539,North Bondi,2026,4350000,5.0,3,2.0,house
2017-04-11,92540,North Bondi,2026,3350000,4.0,2,3.0,house
2017-04-11,92541,Bondi Beach,2026,2305000,3.0,1,4.0,duplex/semi-detached
2017-04-08,92542,Bondi Beach,2026,3850000,3.0,1,4.0,house
2017-04-07,92543,North Bondi,2026,3460000,3.0,2,2.0,house
2017-04-01,92544,North Bondi,2026,2825000,3.0,2,1.0,house
2017-03-30,92545,Tamarama,2026,3400000,4.0,3,2.0,house
2017-03-15,92546,Bondi,2026,2840000,4.0,3,2.0,house
2017-03-10,92547,Bondi,2026,3000000,2.0,2,4.0,house
2017-03-06,92548,Bondi,2026,3250000,4.0,3,1.0,house
2017-03-01,92549,North Bondi,2026,4000000,3.0,4,2.0,house
2017-02-27,92550,Bondi Beach,2026,3400000,4.0,2,3.0,house
2017-02-24,92551,North Bondi,2026,3900000,4.0,3,2.0,house
2017-02-24,92552,North Bondi,2026,2451000,3.0,2,1.0,house
2017-02-20,92553,North Bondi,2026,3721000,4.0,2,2.0,house
2017-02-18,92554,North Bondi,2026,3225000,4.0,2,3.0,house
2017-02-18,92555,North Bondi,2026,2250000,3.0,2,,house
2017-02-15,92556,North Bondi,2026,2712000,3.0,2,2.0,house
2017-02-15,92557,Bondi,2026,2300000,3.0,2,1.0,house
2017-02-09,92558,Tamarama,2026,4775000,4.0,3,2.0,house
2017-02-08,92559,North Bondi,2026,2100000,2.0,1,,house
2017-02-05,92560,North Bondi,2026,3300000,4.0,3,2.0,house
2017-01-31,92561,Tamarama,2026,2815000,3.0,2,1.0,house
2017-01-30,92562,North Bondi,2026,4720000,5.0,3,2.0,house
2017-01-25,92563,North Bondi,2026,5500000,3.0,3,3.0,house
2017-01-16,92564,Bondi Beach,2026,3250000,5.0,3,2.0,house
2016-12-20,92565,Tamarama,2026,6200000,4.0,3,2.0,house
2016-12-16,92566,Tamarama,2026,6800000,4.0,2,2.0,house
2016-12-15,92567,Bondi Beach,2026,1950000,4.0,2,2.0,house
2016-12-07,92568,North Bondi,2026,2700000,4.0,2,1.0,duplex/semi-detached
2016-12-07,92569,Bondi,2026,2434500,4.0,2,1.0,house
2016-12-01,92570,Bondi,2026,2376000,3.0,1,,house
2016-11-28,92571,Bondi Beach,2026,3510000,4.0,3,1.0,house
2016-11-28,92572,North Bondi,2026,3290000,4.0,3,1.0,house
2016-11-24,92573,Bondi,2026,2315000,3.0,1,1.0,house
2016-11-10,92574,Bondi,2026,2600000,3.0,2,,house
2016-11-03,92575,Bondi Beach,2026,3350000,4.0,3,2.0,house
2016-10-25,92576,Bondi,2026,3805000,7.0,4,2.0,house
2016-10-18,92577,Bondi Beach,2026,2820000,4.0,2,3.0,house
2016-10-17,92578,Bondi Beach,2026,1580000,2.0,2,1.0,townhouse
2016-10-11,92579,Bondi Beach,2026,3750000,4.0,2,2.0,house
2016-10-04,92580,Bondi Beach,2026,2175000,2.0,1,1.0,house
2016-09-24,92581,Bondi Beach,2026,2165000,3.0,1,,house
2016-09-20,92582,North Bondi,2026,2850000,4.0,3,1.0,house
2016-09-19,92583,North Bondi,2026,2600000,4.0,4,,house
2016-09-12,92584,Bondi Beach,2026,2900000,4.0,3,1.0,house
2016-09-12,92585,Bondi Beach,2026,1880000,2.0,1,,house
2016-08-22,92586,Bondi,2026,2325000,4.0,2,,house
2016-08-22,92587,Bondi Beach,2026,1956000,3.0,1,1.0,house
2016-08-20,92588,North Bondi,2026,2376000,3.0,1,3.0,house
2016-08-19,92589,North Bondi,2026,2175000,4.0,2,1.0,house
2016-08-09,92590,North Bondi,2026,2200000,3.0,1,1.0,duplex/semi-detached
2016-08-06,92591,Tamarama,2026,6400000,4.0,3,3.0,house
2016-08-06,92592,Tamarama,2026,1520000,2.0,1,1.0,house
2016-07-25,92593,Bondi,2026,2320000,3.0,2,,house
2016-07-21,92594,Bondi,2026,9000000,5.0,4,4.0,house
2016-06-27,92595,North Bondi,2026,3309000,4.0,2,1.0,house
2016-06-21,92596,North Bondi,2026,1905000,3.0,1,,house
2016-06-16,92597,Bondi,2026,2650000,4.0,2,2.0,house
2016-06-10,92598,Bondi,2026,1250000,2.0,2,,house
2016-05-31,92599,Bondi Beach,2026,2525000,3.0,2,1.0,house
2016-05-27,92600,Bondi,2026,2700000,4.0,3,2.0,house
2016-05-14,92601,Tamarama,2026,3850000,4.0,3,1.0,house
2016-05-11,92602,North Bondi,2026,4100000,5.0,3,3.0,house
2016-05-05,92603,Bondi,2026,2550000,3.0,1,,house
2016-05-03,92604,North Bondi,2026,2500000,4.0,2,1.0,house
2016-05-02,92605,Tamarama,2026,2905000,3.0,2,1.0,house
2016-04-29,92606,North Bondi,2026,3800000,4.0,2,2.0,house
2016-04-21,92607,Bondi,2026,2505000,3.0,2,,house
2016-04-18,92608,North Bondi,2026,2600000,3.0,2,1.0,duplex/semi-detached
2016-04-05,92609,North Bondi,2026,3150000,4.0,3,2.0,house
2016-04-04,92610,North Bondi,2026,2900000,4.0,3,1.0,house
2016-04-04,92611,North Bondi,2026,2751500,3.0,3,2.0,house
2016-03-22,92612,North Bondi,2026,4500000,5.0,4,2.0,house
2016-03-22,92613,North Bondi,2026,3750000,5.0,4,3.0,house
2016-03-12,92614,North Bondi,2026,2750000,4.0,3,2.0,house
2016-03-12,92615,North Bondi,2026,1840000,3.0,2,,house
2016-03-04,92616,Bondi Beach,2026,3035000,4.0,2,1.0,house
2016-02-29,92617,North Bondi,2026,3100000,5.0,4,2.0,house
2016-02-27,92618,Bondi,2026,1975000,2.0,1,1.0,house
2016-02-26,92619,Bondi,2026,1665000,3.0,1,,house
2016-02-23,92620,North Bondi,2026,2490000,4.0,3,2.0,house
2016-02-12,92621,North Bondi,2026,2070000,3.0,2,,duplex/semi-detached
2016-02-01,92622,Bondi,2026,3375000,6.0,5,4.0,house
2015-12-08,92623,Bondi Beach,2026,1700000,3.0,3,,house
2015-12-04,92624,Tamarama,2026,3605000,3.0,2,1.0,house
2015-12-04,92625,Bondi,2026,2150000,4.0,2,,house
2015-11-30,92626,North Bondi,2026,2350000,5.0,2,2.0,house
2015-11-27,92627,North Bondi,2026,2250000,3.0,2,1.0,house
2015-11-20,92628,North Bondi,2026,2300000,3.0,1,2.0,house
2015-11-20,92629,North Bondi,2026,1835000,3.0,1,,house
2015-11-20,92630,Bondi,2026,1520000,3.0,2,,house
2015-11-19,92631,Bondi,2026,3550000,5.0,4,3.0,house
2015-11-19,92632,Bondi,2026,2500000,4.0,2,2.0,house
2015-11-14,92633,Bondi,2026,1422000,2.0,1,,house
2015-11-12,92634,Bondi Beach,2026,4550000,5.0,3,2.0,house
2015-11-11,92635,Bondi,2026,2410000,4.0,3,2.0,house
2015-11-06,92636,North Bondi,2026,1727500,2.0,1,1.0,house
2015-10-26,92637,North Bondi,2026,3000000,3.0,2,2.0,house
2015-10-24,92638,North Bondi,2026,2207500,3.0,2,1.0,house
2015-10-01,92639,Bondi Beach,2026,2530000,4.0,2,2.0,house
2015-09-21,92640,Bondi Beach,2026,2800000,3.0,1,1.0,house
2015-09-16,92641,North Bondi,2026,2650000,4.0,2,2.0,house
2015-09-08,92642,North Bondi,2026,3060000,4.0,3,2.0,house
2015-08-28,92643,Bondi,2026,2588000,6.0,4,4.0,house
2015-08-26,92644,Tamarama,2026,4920000,4.0,4,3.0,house
2015-08-25,92645,Bondi Beach,2026,2000000,3.0,1,,duplex/semi-detached
2015-08-20,92646,North Bondi,2026,2100000,4.0,3,1.0,house
2015-08-18,92647,North Bondi,2026,2000000,3.0,1,,house
2015-08-18,92648,Bondi Beach,2026,1825000,3.0,2,,house
2015-08-13,92649,Bondi Beach,2026,4820000,2.0,2,2.0,house
2015-08-04,92650,North Bondi,2026,2231000,3.0,1,3.0,house
2015-07-28,92651,North Bondi,2026,2170000,3.0,3,1.0,house
2015-07-17,92652,North Bondi,2026,3500000,5.0,3,3.0,house
2015-07-15,92653,North Bondi,2026,2380000,3.0,3,3.0,house
2015-07-08,92654,Bondi,2026,1630000,3.0,1,,house
2015-06-26,92655,North Bondi,2026,1720000,3.0,1,,house
2015-06-25,92656,Tamarama,2026,3250000,3.0,2,1.0,house
2015-06-15,92657,North Bondi,2026,1930000,3.0,1,2.0,duplex/semi-detached
2015-06-12,92658,Bondi Beach,2026,3030000,4.0,2,2.0,house
2015-06-09,92659,North Bondi,2026,1950000,4.0,2,1.0,house
2015-06-03,92660,North Bondi,2026,2187000,3.0,2,1.0,house
2015-06-02,92661,North Bondi,2026,1660000,2.0,1,,house
2015-06-01,92662,Bondi,2026,2730000,4.0,3,,house
2015-05-23,92663,North Bondi,2026,2300000,3.0,1,2.0,house
2015-05-22,92664,North Bondi,2026,2200000,5.0,3,2.0,house
2015-05-20,92665,Bondi Beach,2026,2100000,4.0,3,,house
2015-05-09,92666,Bondi,2026,2810000,4.0,3,2.0,house
2015-05-09,92667,Bondi Beach,2026,1600000,3.0,1,1.0,house
2015-05-05,92668,Bondi,2026,1735000,3.0,2,,house
2015-05-04,92669,North Bondi,2026,3000000,4.0,3,2.0,house
2015-05-01,92670,Bondi,2026,1815000,5.0,2,,house
2015-04-21,92671,Bondi Beach,2026,2000000,5.0,3,1.0,house
2015-04-18,92672,Bondi,2026,1800000,3.0,1,,house
2015-04-17,92673,Bondi,2026,2050000,3.0,2,1.0,duplex/semi-detached
2015-04-09,92674,Bondi,2026,2775000,4.0,3,2.0,house
2015-04-07,92675,North Bondi,2026,1460000,2.0,2,,house
2015-03-27,92676,Bondi Beach,2026,2980000,5.0,3,3.0,house
2015-03-27,92677,North Bondi,2026,1625000,2.0,2,1.0,house
2015-03-25,92678,North Bondi,2026,7600000,5.0,3,3.0,house
2015-03-21,92679,Bondi,2026,1440000,2.0,1,,house
2015-03-10,92680,Tamarama,2026,3900000,5.0,4,3.0,house
2015-03-09,92681,North Bondi,2026,1900000,3.0,2,2.0,house
2015-03-04,92682,Tamarama,2026,3888000,4.0,3,2.0,house
2015-03-02,92683,Bondi,2026,2215000,4.0,2,,house
2015-02-25,92684,Bondi Beach,2026,1650000,3.0,1,,house
2015-02-24,92685,Bondi Beach,2026,2390000,4.0,2,,house
2015-02-24,92686,Bondi,2026,2030000,3.0,1,1.0,house
2015-02-24,92687,Bondi,2026,1635000,3.0,1,1.0,house
2015-02-23,92688,Bondi,2026,1659000,3.0,1,,house
2015-02-21,92689,Tamarama,2026,2885000,5.0,4,2.0,house
2015-02-20,92690,North Bondi,2026,1921000,5.0,2,1.0,house
2015-02-18,92691,Bondi,2026,1650000,3.0,1,2.0,house
2015-02-13,92692,Tamarama,2026,4805000,4.0,3,3.0,house
2015-02-13,92693,Tamarama,2026,3580000,4.0,2,1.0,house
2015-02-10,92694,North Bondi,2026,2702000,4.0,2,1.0,house
2015-02-04,92695,North Bondi,2026,3175000,5.0,4,2.0,house
2015-01-29,92696,Bondi,2026,1886500,3.0,2,2.0,house
2015-01-28,92697,Bondi,2026,1365000,2.0,1,1.0,house
2015-01-24,92698,North Bondi,2026,1825000,3.0,2,,house
2014-12-20,92699,North Bondi,2026,1500000,3.0,1,,house
2014-12-12,92700,North Bondi,2026,1860000,3.0,1,2.0,house
2014-12-12,92701,Bondi,2026,1695000,4.0,2,,house
2014-12-11,92702,North Bondi,2026,3280000,5.0,3,3.0,house
2014-12-08,92703,Bondi Beach,2026,2151000,4.0,3,,house
2014-12-05,92704,North Bondi,2026,2435000,4.0,1,2.0,house
2014-12-04,92705,Bondi,2026,2370000,4.0,2,1.0,house
2014-12-01,92706,Bondi,2026,2400000,4.0,2,1.0,house
2014-11-29,92707,Bondi,2026,1425000,2.0,1,1.0,duplex/semi-detached
2014-11-27,92708,North Bondi,2026,1905000,5.0,4,2.0,house
2014-11-27,92709,North Bondi,2026,1900000,3.0,2,1.0,house
2014-11-26,92710,North Bondi,2026,2105000,4.0,3,1.0,house
2014-11-22,92711,Tamarama,2026,5550000,5.0,3,2.0,house
2014-11-21,92712,North Bondi,2026,1960000,4.0,3,,house
2014-11-17,92713,Tamarama,2026,4330000,3.0,3,4.0,house
2014-11-13,92714,Bondi,2026,1395100,3.0,1,,house
2014-11-10,92715,Bondi,2026,1800000,3.0,1,1.0,house
2014-11-08,92716,Tamarama,2026,5000000,6.0,3,2.0,house
2014-11-08,92717,Bondi,2026,2820000,4.0,3,2.0,house
2014-11-05,92718,North Bondi,2026,7050000,4.0,4,6.0,house
2014-11-05,92719,North Bondi,2026,1490000,3.0,1,,house
2014-11-03,92720,Bondi,2026,3125000,5.0,3,2.0,house
2014-11-03,92721,North Bondi,2026,1725000,3.0,3,2.0,house
2014-11-03,92722,Bondi Beach,2026,1575000,3.0,1,1.0,house
2014-11-03,92723,North Bondi,2026,1505000,3.0,2,2.0,house
2014-11-01,92724,Bondi,2026,1610000,3.0,1,,house
2014-10-27,92725,North Bondi,2026,3175000,4.0,2,2.0,house
2014-10-23,92726,Tamarama,2026,2350000,2.0,1,2.0,house
2014-10-21,92727,North Bondi,2026,2182500,4.0,3,1.0,house
2014-10-21,92728,Tamarama,2026,1875000,3.0,2,,house
2014-10-15,92729,North Bondi,2026,2150000,3.0,2,2.0,house
2014-10-14,92730,North Bondi,2026,2220000,3.0,3,2.0,house
2014-10-10,92731,North Bondi,2026,2490000,3.0,3,1.0,house
2014-09-30,92732,Bondi,2026,2435000,3.0,1,1.0,house
2014-09-30,92733,North Bondi,2026,1710000,2.0,1,1.0,house
2014-09-30,92734,North Bondi,2026,1365000,3.0,3,2.0,townhouse
2014-09-26,92735,Bondi Beach,2026,1710000,3.0,2,,house
2014-09-24,92736,Bondi Beach,2026,2000000,3.0,2,,house
2014-09-16,92737,Bondi,2026,2250000,3.0,1,3.0,house
2014-09-15,92738,North Bondi,2026,2365000,3.0,2,1.0,house
2014-09-13,92739,North Bondi,2026,1850000,4.0,2,,house
2014-09-13,92740,North Bondi,2026,1710000,2.0,1,2.0,house
2014-09-05,92741,North Bondi,2026,1654000,4.0,2,1.0,house
2014-09-03,92742,Bondi Beach,2026,2060000,4.0,2,1.0,house
2014-09-01,92743,Bondi,2026,2450000,5.0,3,2.0,house
2014-08-30,92744,Bondi Beach,2026,2275000,5.0,2,4.0,house
2014-08-28,92745,North Bondi,2026,1225000,2.0,2,1.0,house
2014-08-27,92746,Bondi,2026,2131000,3.0,2,,house
2014-08-19,92747,Bondi,2026,1495000,2.0,2,1.0,house
2014-08-16,92748,North Bondi,2026,1800000,4.0,3,3.0,house
2014-08-15,92749,North Bondi,2026,1765000,4.0,3,,house
2014-08-14,92750,North Bondi,2026,2400000,4.0,3,1.0,house
2014-08-11,92751,North Bondi,2026,1950000,4.0,2,1.0,house
2014-08-01,92752,North Bondi,2026,1700000,4.0,3,,house
2014-07-31,92753,Bondi,2026,1525000,2.0,1,,house
2014-07-19,92754,Bondi,2026,2100000,4.0,2,1.0,house
2014-07-14,92755,Bondi,2026,2150000,5.0,2,2.0,house
2014-07-02,92756,North Bondi,2026,1300000,3.0,3,2.0,townhouse
2014-06-30,92757,North Bondi,2026,1700000,3.0,1,,house
2014-06-25,92758,North Bondi,2026,2280000,3.0,3,1.0,house
2014-06-25,92759,North Bondi,2026,2020000,4.0,3,1.0,house
2014-06-25,92760,Bondi,2026,1960000,3.0,1,,house
2014-06-25,92761,North Bondi,2026,1700000,2.0,2,,house
2014-06-22,92762,Bondi Beach,2026,1300000,2.0,1,,duplex/semi-detached
2014-06-13,92763,Bondi,2026,2220000,4.0,2,,house
2014-06-12,92764,Bondi Beach,2026,1580000,4.0,2,2.0,house
2014-06-11,92765,North Bondi,2026,1700000,4.0,2,,house
2014-06-05,92766,North Bondi,2026,2827000,4.0,2,2.0,house
2014-06-02,92767,Bondi Beach,2026,2800000,3.0,2,2.0,house
2014-06-02,92768,North Bondi,2026,1800000,5.0,3,2.0,house
2014-05-28,92769,North Bondi,2026,2175000,4.0,2,2.0,house
2014-05-16,92770,North Bondi,2026,3285000,4.0,3,2.0,house
2014-05-09,92771,Bondi,2026,1930000,4.0,3,1.0,house
2014-05-08,92772,North Bondi,2026,2280000,3.0,2,1.0,house
2014-05-01,92773,Bondi,2026,1550000,3.0,1,,house
2014-04-30,92774,North Bondi,2026,1700000,3.0,2,,house
2014-04-14,92775,North Bondi,2026,3100000,5.0,3,2.0,house
2014-04-14,92776,North Bondi,2026,1850000,4.0,3,1.0,house
2014-04-11,92777,North Bondi,2026,2290000,4.0,2,3.0,house
2014-04-10,92778,North Bondi,2026,2300000,4.0,1,2.0,house
2014-04-10,92779,Bondi Beach,2026,2100001,4.0,2,1.0,house
2014-04-04,92780,Bondi,2026,2875000,5.0,3,2.0,house
2014-04-02,92781,Bondi,2026,1915500,3.0,1,,house
2014-04-01,92782,North Bondi,2026,2300000,3.0,2,1.0,house
2014-04-01,92783,North Bondi,2026,2271000,3.0,1,,house
2014-03-31,92784,Bondi Beach,2026,1935000,4.0,3,,house
2014-03-31,92785,Bondi,2026,1377000,2.0,1,,house
2014-03-21,92786,Bondi Beach,2026,2900000,5.0,4,2.0,house
2014-03-21,92787,North Bondi,2026,1850000,3.0,2,1.0,house
2014-03-19,92788,North Bondi,2026,2250000,5.0,3,1.0,house
2014-03-17,92789,Bondi Beach,2026,1360000,3.0,1,2.0,house
2014-03-14,92790,Bondi Beach,2026,3200000,3.0,2,1.0,house
2014-03-14,92791,North Bondi,2026,2730000,6.0,2,3.0,house
2014-03-07,92792,Bondi,2026,2775000,3.0,1,3.0,house
2014-03-04,92793,Bondi,2026,3025000,4.0,2,1.0,house
2014-03-04,92794,North Bondi,2026,1530000,3.0,2,,house
2014-03-03,92795,North Bondi,2026,1535000,3.0,1,1.0,house
2014-03-01,92796,Bondi Beach,2026,2825000,4.0,2,,house
2014-02-24,92797,Bondi,2026,1445000,3.0,1,,duplex/semi-detached
2014-02-20,92798,Bondi,2026,3050000,4.0,3,2.0,house
2014-02-19,92799,Bondi,2026,1320000,3.0,1,1.0,house
2014-02-06,92800,Bondi Beach,2026,1542500,4.0,2,1.0,house
2014-02-06,92801,Bondi,2026,1250000,2.0,1,1.0,house
2014-01-24,92802,Bondi,2026,1370000,2.0,1,2.0,house
2014-01-10,92803,Tamarama,2026,2300000,3.0,2,2.0,house
2013-12-20,92804,Bondi Beach,2026,2770000,4.0,2,2.0,house
2013-12-19,92805,Bondi Beach,2026,1950000,3.0,1,,house
2013-12-18,92806,North Bondi,2026,1720000,4.0,2,1.0,house
2013-12-18,92807,Bondi,2026,1600000,2.0,1,,house
2013-12-17,92808,Bondi Beach,2026,1975000,4.0,3,,house
2013-12-16,92809,North Bondi,2026,2760000,3.0,1,1.0,house
2013-12-16,92810,Bondi Beach,2026,2280000,4.0,2,2.0,house
2013-12-11,92811,Bondi,2026,1488000,5.0,2,,house
2013-12-09,92812,North Bondi,2026,818500,2.0,1,1.0,townhouse
2013-12-07,92813,North Bondi,2026,1230000,3.0,1,,house
2013-12-05,92814,Bondi,2026,1360000,4.0,3,,house
2013-12-04,92815,Bondi,2026,1730000,4.0,2,,house
2013-11-29,92816,Bondi Beach,2026,1900000,4.0,2,2.0,house
2013-11-27,92817,North Bondi,2026,1790000,3.0,2,2.0,house
2013-11-27,92818,North Bondi,2026,1700000,3.0,1,1.0,house
2013-11-27,92819,Bondi,2026,1600000,4.0,2,2.0,house
2013-11-26,92820,North Bondi,2026,2280000,5.0,4,1.0,house
2013-11-22,92821,North Bondi,2026,3820000,4.0,3,1.0,house
2013-11-22,92822,North Bondi,2026,3100000,5.0,2,2.0,house
2013-11-22,92823,North Bondi,2026,2050000,3.0,3,2.0,house
2013-11-18,92824,North Bondi,2026,1270000,2.0,1,,house
2013-11-14,92825,Bondi Beach,2026,2475000,3.0,1,2.0,house
2013-11-14,92826,Bondi,2026,1565000,3.0,2,1.0,house
2013-11-14,92827,Bondi,2026,1385000,3.0,2,1.0,house
2013-11-09,92828,North Bondi,2026,1250000,2.0,1,,house
2013-11-08,92829,North Bondi,2026,5400000,5.0,3,2.0,house
2013-11-07,92830,Bondi,2026,1715000,4.0,3,3.0,house
2013-11-05,92831,Tamarama,2026,1365000,2.0,1,1.0,townhouse
2013-11-04,92832,North Bondi,2026,2200000,4.0,3,1.0,house
