Date,Open,Close,Volume,Returns,Range,12_MA,21_MA,HMM,MA_Signal,HMM_Signal,Main_Signal,lrets_bench,bench_prod,bench_prod_exponent,lrets_strat,lrets_prod,strat_prod_exponent
2022-01-31,441.239990234375,449.9100036621094,152251400,0.018011067394991365,0.023805737202025057,446.08416748046875,456.7580944242932,3,0.0,1,0.0,0.01785078977354817,-0.04023237178725258,-0.03943379526913082,0.0,-0.01106919904545753,-0.01100816088381562
2022-02-01,450.67999267578125,452.95001220703125,123155400,0.006756925874457753,0.014968457521954193,445.1191685994466,455.71000017438615,3,0.0,1,0.0,0.006734200164012837,-0.033498171623239745,-0.032943320626255046,0.0,-0.01106919904545753,-0.01100816088381562
2022-02-02,455.5,457.3500061035156,117361000,0.00971408274181318,0.01119083425852696,444.50500233968097,454.74047706240697,3,0.0,1,0.0,0.009667204382406813,-0.02383096724083293,-0.023549252026795475,-0.0,-0.01106919904545753,-0.01100816088381562
2022-02-03,450.95001220703125,446.6000061035156,118024400,-0.02350497399483331,0.01628864038233413,443.6808369954427,453.26666841052827,3,0.0,1,0.0,-0.023785622375082246,-0.04761658961591518,-0.04650070146514118,-0.0,-0.01106919904545753,-0.01100816088381562
2022-02-04,446.3500061035156,448.70001220703125,118454400,0.004702207959730531,0.02016540674989753,443.4266713460286,452.32952590215774,3,0.0,1,0.0,0.004691187114582218,-0.04292540250133296,-0.04201714947397306,0.0,-0.01106919904545753,-0.01100816088381562
2022-02-07,449.510009765625,447.260009765625,84472900,-0.0032092765817484104,0.011528505238297626,443.46917215983075,451.3447643461682,3,0.0,1,0.0,-0.0032144373543599647,-0.04613983985569293,-0.04509158140188285,-0.0,-0.01106919904545753,-0.01100816088381562
2022-02-08,446.7300109863281,450.94000244140625,81012000,0.00822785984758534,0.015048767325504642,444.5491714477539,450.62333606538317,3,0.0,1,0.0,0.00819419553949726,-0.03794564431619567,-0.03723472876637812,0.0,-0.01106919904545753,-0.01100816088381562
2022-02-09,455.2200012207031,457.5400085449219,92589900,0.014636106949445393,0.00630754281354351,446.02417246500653,450.2438121977307,3,0.0,1,0.0,0.014530032891025087,-0.023415611425170582,-0.023143593289391085,-0.0,-0.01106919904545753,-0.01100816088381562
2022-02-10,451.3399963378906,449.32000732421875,140103700,-0.017965644680657644,0.023501741863059866,447.2616729736328,449.2709554036458,3,0.0,1,0.0,-0.018128986189386964,-0.041544597614557546,-0.040693448396377896,-0.0,-0.01106919904545753,-0.01100816088381562
2022-02-11,449.4100036621094,440.4599914550781,153214600,-0.019718721011119933,0.028864953842632657,447.85167185465497,447.8157174246652,3,1.0,1,0.0,-0.019915729123292567,-0.06146032673785011,-0.059609746651589246,-0.0,-0.01106919904545753,-0.01100816088381562
2022-02-14,439.9200134277344,439.0199890136719,123006300,-0.003269314964678527,0.014379587950302364,448.500005086263,446.6009550548735,3,1.0,1,1.0,-0.003274670851420668,-0.06473499758927077,-0.06268417857949904,0.008623371387739763,-0.0024458276577177668,-0.0024428390582816872
2022-02-15,443.7300109863281,446.1000061035156,88482700,0.01612686726577106,0.006994914379592654,448.84583791097003,445.71428862072173,2,1.0,0,1.0,0.015998210716834927,-0.04873678687243585,-0.04756821074134343,0.0004505817362762439,-0.001995245921441523,-0.0019932567414856495
2022-02-16,443.92999267578125,446.6000061035156,84863600,0.0011208249118113134,0.01384802254464157,448.5700047810872,445.2433369954427,3,1.0,1,0.0,0.0011201972565205234,-0.047616589615915327,-0.04650070146514129,-0.0,-0.001995245921441523,-0.0019932567414856495
2022-02-17,443.2200012207031,437.05999755859375,102259100,-0.02136141606480546,0.023257397883209352,447.24583689371747,444.54381306966144,3,1.0,1,1.0,-0.02159287321665315,-0.06920946283256847,-0.06686879669864454,-0.013378235371108688,-0.015373481292550211,-0.015255912580216524
2022-02-18,437.3299865722656,434.2300109863281,132642900,-0.006475052825868022,0.015839924556239948,445.31917063395184,443.9476231166295,3,1.0,1,1.0,-0.006496106913848236,-0.0757055697464167,-0.07291087053348666,-0.012517068043854204,-0.027890549336404415,-0.02750519882218372
2022-02-22,431.8900146484375,429.57000732421875,124391800,-0.010731648076383382,0.02263658239803701,443.90000406901044,443.5471467517671,3,1.0,1,1.0,-0.010789647538041604,-0.0864952172844583,-0.08286006480636188,0.0017812485129885395,-0.026109300823415876,-0.02577140019901003
2022-02-23,432.6600036621094,421.95001220703125,132578000,-0.01773865723226875,0.028266295216768933,441.67083740234375,442.6952427455357,3,0.0,1,1.0,-0.017897872870124194,-0.1043930901545825,-0.09912889575078698,-0.05131036023754757,-0.07741966106096344,-0.07449862479147462
2022-02-24,411.0199890136719,428.29998779296875,213942900,0.01504911814725074,0.044126228498946096,440.09083557128906,442.4014325823103,3,0.0,1,0.0,0.014937003586184076,-0.08945608656839842,-0.08557158006749632,0.0,-0.07741966106096344,-0.07449862479147462
2022-02-25,429.6099853515625,437.75,121804500,0.0220640029800776,0.02332541328474025,438.9916687011719,442.6095275878906,3,0.0,1,0.0,0.02182411504576,-0.06763197152263842,-0.0653956286850379,0.0,-0.07741966106096344,-0.07449862479147462
2022-02-28,432.0299987792969,436.6300048828125,145615000,-0.0025585268239577408,0.017413512392460362,437.2491683959961,442.8661949521019,3,0.0,1,0.0,-0.002561805447203176,-0.0701937769698416,-0.06778683903883542,0.0,-0.07741966106096344,-0.07449862479147462
2022-03-01,435.0400085449219,429.9800109863281,137785900,-0.015230272363598085,0.023553717827250686,435.6375020345052,442.2961948939732,3,0.0,1,0.0,-0.015347444189967911,-0.0855412211598095,-0.08198469938120467,-0.0,-0.07741966106096344,-0.07449862479147462
2022-03-02,432.3699951171875,437.8900146484375,117726500,0.018396212521518462,0.01888452338709823,435.42333730061847,441.7238144647507,3,0.0,1,0.0,0.018229049206145667,-0.06731217195366383,-0.06509669481301561,0.0,-0.07741966106096344,-0.07449862479147462
2022-03-03,440.4700012207031,435.7099914550781,105501700,-0.004978472037343917,0.016851078294825683,435.14750417073566,440.9028610956101,3,0.0,1,0.0,-0.004990905914229309,-0.07230307786789314,-0.0697510847755094,-0.0,-0.07741966106096344,-0.07449862479147462
2022-03-04,431.75,432.1700134277344,113978200,-0.008124619808514866,0.012830677226617793,433.9866714477539,439.7038138253348,3,0.0,1,0.0,-0.00815780439569187,-0.08046088226358501,-0.07730900353899184,-0.0,-0.07741966106096344,-0.07449862479147462
2022-03-07,431.54998779296875,419.42999267578125,137896600,-0.029479187255280204,0.030856550203659072,431.7225036621094,438.4100036621094,3,0.0,1,0.0,-0.029922431219487004,-0.11038331348307201,-0.10450918420242694,-0.0,-0.07741966106096344,-0.07449862479147462
2022-03-08,419.6199951171875,416.25,164772700,-0.007581700715998618,0.029124100212223336,429.98833719889325,436.8647649855841,3,0.0,1,0.0,-0.007610587910874293,-0.1179939013939463,-0.11129852756172964,0.0,-0.07741966106096344,-0.07449862479147462
2022-03-09,425.1400146484375,427.4100036621094,116990800,0.026810819608671155,0.01582234124573101,429.4200032552083,435.9195265997024,3,0.0,1,0.0,0.026457707170737758,-0.09153619422320855,-0.08747171269822673,-0.0,-0.07741966106096344,-0.07449862479147462
2022-03-10,422.5199890136719,425.4800109863281,93972700,-0.004515553354495161,0.01424695604507753,429.0791702270508,434.70714605422245,3,0.0,1,0.0,-0.004525779260906256,-0.09606197348411481,-0.09159228286702392,0.0,-0.07741966106096344,-0.07449862479147462
2022-03-11,428.1199951171875,420.07000732421875,95636300,-0.012715059514942118,0.022024623414917954,428.9225031534831,432.922860281808,3,0.0,1,0.0,-0.012796587712040324,-0.10885856119615514,-0.1031427410542024,-0.0,-0.07741966106096344,-0.07449862479147462
2022-03-14,420.8900146484375,417.0,95729200,-0.007308323066848366,0.021068277418937686,427.98083750406903,431.3838123139881,2,0.0,0,0.0,-0.007335159693643303,-0.11619372088979844,-0.10969726364742638,-0.0,-0.07741966106096344,-0.07449862479147462
2022-03-15,419.7699890136719,426.1700134277344,106219100,0.02199043987466287,0.020123279575417596,427.0158386230469,430.70333716982884,0,0.0,1,0.0,0.021752137407685203,-0.09444158348211323,-0.09011911485341728,0.0,-0.07741966106096344,-0.07449862479147462
2022-03-16,429.8900146484375,435.6199951171875,144954800,0.02217420604853415,0.025612064961063608,426.9316711425781,430.5414326985677,1,0.0,0,0.0,0.021931933271714867,-0.07250965021039837,-0.06994322862655433,0.0,-0.07741966106096344,-0.07449862479147462
2022-03-17,433.5899963378906,441.07000732421875,102676900,0.01251093216133281,0.018190643455300748,427.85583750406903,430.3019089471726,0,0.0,1,0.0,0.012433317136645933,-0.060076333073752444,-0.05830735145371291,0.0,-0.07741966106096344,-0.07449862479147462
2022-03-18,438.0,444.5199890136719,106345500,0.00782184603841607,0.017474004184458103,428.40833536783856,430.20286051432294,1,0.0,0,0.0,0.0077914139875613605,-0.05228491908619108,-0.050941576541275624,0.0,-0.07741966106096344,-0.07449862479147462
2022-03-21,444.3399963378906,444.3900146484375,88349800,-0.0002923926222593298,0.013116090758287235,429.13167063395184,430.5519089471726,0,0.0,1,0.0,-0.0002924353773164843,-0.052577354463507565,-0.05121907422238803,0.0,-0.07741966106096344,-0.07449862479147462
2022-03-22,445.8599853515625,449.5899963378906,74650400,0.011701391836103525,0.010586285775300963,430.58333587646484,431.28333682105654,1,0.0,0,0.0,0.011633459968707478,-0.040943894494800084,-0.04011701684324309,0.0,-0.07741966106096344,-0.07449862479147462
2022-03-23,446.9100036621094,443.79998779296875,79426100,-0.012878419431224142,0.010772799511729714,432.61416880289715,431.96095493861606,1,1.0,0,0.0,-0.012962065201010127,-0.05390595969581021,-0.052478792505230576,-0.0,-0.07741966106096344,-0.07449862479147462
2022-03-24,445.94000244140625,450.489990234375,64736900,0.015074363734608909,0.012905814615391753,435.4675013224284,433.32000151134673,1,1.0,0,0.0,0.014961874573180461,-0.03894408512262975,-0.03819551317719849,0.0,-0.07741966106096344,-0.07449862479147462
2022-03-25,451.1600036621094,452.69000244140625,77101300,0.004883598425542424,0.010146552159450595,437.5741678873698,434.48143078031995,0,1.0,1,0.0,0.004871712340952904,-0.034072372781676845,-0.033498446299671025,0.0,-0.07741966106096344,-0.07449862479147462
2022-03-28,452.05999755859375,455.9100036621094,68529800,0.007113038068738753,0.012998280529817663,440.11000061035156,435.34619285946803,1,1.0,0,1.0,0.007087859739227372,-0.026984513042449473,-0.02662368395470549,0.01745503393175605,-0.059964627129207394,-0.05820215291139408
2022-03-29,460.0199890136719,461.54998779296875,86581500,0.012370827763277914,0.010696038161725374,443.56666564941406,436.5328587123326,0,1.0,1,0.0,0.012294934342103209,-0.014689578700346264,-0.01458221320005515,0.0,-0.059964627129207394,-0.05820215291139408
2022-03-30,460.3399963378906,458.70001220703125,79666900,-0.006174792896356585,0.01036215079562508,447.0416666666667,437.90047781808033,0,1.0,1,1.0,-0.006193935772894751,-0.020883514473241015,-0.02066696394993084,-0.00533632635400923,-0.06530095348321663,-0.06321450790746053
2022-03-31,457.8900146484375,451.6400146484375,121699900,-0.015391317572948426,0.01684547841525319,449.1641667683919,438.55523972284226,1,1.0,0,1.0,-0.015510993469158118,-0.03639450794239913,-0.035740189717457294,-0.010052799822946937,-0.07535375330616356,-0.07258464795429187
2022-04-01,453.30999755859375,452.9200134277344,89048800,0.0028341128726010467,0.009618329843138262,450.6058349609375,439.374764578683,1,1.0,0,0.0,0.0028301043466709796,-0.033564403595728154,-0.03300736857660369,-0.0,-0.07535375330616356,-0.07258464795429187
2022-04-04,453.1300048828125,456.79998779296875,59601000,0.008566577431344813,0.010281682651743118,451.9166666666667,440.54762050083707,1,1.0,0,0.0,0.008530092526005388,-0.025034311069722766,-0.0247235513239753,0.0,-0.07535375330616356,-0.07258464795429187
2022-04-05,455.2200012207031,451.0299987792969,74214500,-0.01263132479829876,0.017807076425290003,452.45916748046875,442.05238269624255,1,1.0,0,0.0,-0.012711778187951285,-0.03774608925767405,-0.03704258491533352,-0.0,-0.07535375330616356,-0.07258464795429187
2022-04-06,446.8900146484375,446.5199890136719,106898000,-0.00999935653466788,0.012311974744737775,452.6366653442383,443.49381074451264,1,1.0,0,0.0,-0.010049685888730729,-0.04779577514640478,-0.04667153943646718,-0.0,-0.07535375330616356,-0.07258464795429187
2022-04-07,445.5899963378906,448.7699890136719,78097200,0.005038968143330047,0.01614322296533599,452.5683314005534,444.51095290411087,0,1.0,1,0.0,0.005026315031306617,-0.04276946011509816,-0.04186774769355772,0.0,-0.07535375330616356,-0.07258464795429187
2022-04-08,447.9700012207031,447.57000732421875,79272700,-0.002673934796955768,0.010517115342265182,452.8824996948242,445.5628574916295,1,1.0,0,1.0,-0.0026775161462258518,-0.04544697626132401,-0.04442973086308555,-0.008654022100267347,-0.08400777540643091,-0.08057589282878386
2022-04-11,444.1099853515625,439.9200134277344,89770500,-0.017092284494708676,0.012767666912164799,452.0016682942708,446.50809587751115,0,1.0,1,0.0,-0.01724004370458936,-0.06268701996591337,-0.060762609757858965,-0.0,-0.08400777540643091,-0.08057589282878386
2022-04-12,443.0799865722656,438.2900085449219,84363600,-0.003705230116974989,0.020840504364401546,450.80166880289715,447.52190580822173,0,1.0,1,1.0,-0.0037121114853793627,-0.06639913145129274,-0.06424270042317315,-0.011462911948511843,-0.09547068735494275,-0.09105499515451831
2022-04-13,438.0299987792969,443.30999755859375,74070400,0.01145357848867623,0.01432027468050956,449.7516682942708,448.33809552873885,1,1.0,0,1.0,0.011388482839123713,-0.055010648612169026,-0.053524930746118304,0.012523109050609126,-0.08294757830433364,-0.0796006051475292
2022-04-14,443.54998779296875,437.7900085449219,97869500,-0.01245175846263713,0.016107700668349434,447.7716700236003,448.4414295014881,1,0.0,0,0.0,-0.012529931210354926,-0.06754057982252396,-0.06531020969937529,-0.0,-0.08294757830433364,-0.0796006051475292
2022-04-18,436.80999755859375,437.9700012207031,66002500,0.0004111392957082405,0.009503947998566353,446.04416910807294,448.29381016322543,1,0.0,0,0.0,0.0004110548011065768,-0.06712952502141738,-0.06492592199728542,0.0,-0.08294757830433364,-0.0796006051475292
2022-04-19,437.8599853515625,445.0400085449219,77821000,0.01614267485104759,0.01855235618047213,445.4941685994466,448.3185729980469,1,0.0,0,0.0,0.016013767300200717,-0.05111575772121666,-0.04983132519444455,0.0,-0.08294757830433364,-0.0796006051475292
2022-04-20,446.9200134277344,444.7099914550781,65224400,-0.0007415447679024467,0.009222504366756423,444.8100001017253,448.3338099888393,0,0.0,1,0.0,-0.0007418198482218364,-0.0518575775694385,-0.050535917803871344,0.0,-0.08294757830433364,-0.0796006051475292
2022-04-21,448.5400085449219,438.05999755859375,85417300,-0.014953551807383003,0.029535583348978545,443.24833424886066,447.7847624279204,1,0.0,0,0.0,-0.015066483396335524,-0.06692406096577402,-0.0647337781462406,-0.0,-0.08294757830433364,-0.0796006051475292
2022-04-22,436.9100036621094,426.0400085449219,132471800,-0.027439138658316153,0.029710379979137613,441.1658350626628,446.9390491303943,1,0.0,0,0.0,-0.02782262309124242,-0.09474668405701644,-0.09039667769012538,-0.0,-0.08294757830433364,-0.0796006051475292
2022-04-25,423.6700134277344,428.510009765625,119647700,0.005797580441186945,0.023517348366055568,439.6650034586589,445.8923833937872,0,0.0,1,0.0,0.0057808391465373225,-0.08896584491047912,-0.085123179259463,0.0,-0.08294757830433364,-0.0796006051475292
2022-04-26,425.8299865722656,416.1000061035156,103996300,-0.028960825603343676,0.023962316545768525,436.9425048828125,444.1500026157924,1,0.0,0,0.0,-0.02938846712083878,-0.11835431203131791,-0.1116187673134712,-0.0,-0.08294757830433364,-0.0796006051475292
2022-04-27,417.239990234375,417.2699890136719,122030000,0.002811782968023202,0.019059790067657678,434.4175033569336,442.3100019182478,0,0.0,1,0.0,0.0028078373008030367,-0.11554647473051487,-0.10912083209429169,0.0,-0.08294757830433364,-0.0796006051475292
2022-04-28,422.2900085449219,427.80999755859375,105449100,0.02525944549675363,0.028831437665107096,433.40833536783856,440.70333571661087,0,0.0,1,0.0,0.024945698119335478,-0.09060077661117939,-0.08661771830838427,0.0,-0.08294757830433364,-0.0796006051475292
2022-04-29,423.5899963378906,412.0,145491100,-0.03695565238965315,0.035650893623072166,431.2175013224284,438.47952561151413,0,0.0,1,0.0,-0.037655816727894316,-0.12825659333907372,-0.12037235640944788,-0.0,-0.08294757830433364,-0.0796006051475292
2022-05-02,412.07000732421875,414.4800109863281,158312500,0.0060194441415730715,0.026912312255518156,428.81500244140625,436.7100016276042,1,0.0,0,0.0,0.006001399663298588,-0.12225519367577513,-0.11507748694347097,0.0,-0.08294757830433364,-0.0796006051475292
2022-05-03,415.010009765625,416.3800048828125,100028200,0.00458404228460374,0.01347495529709164,427.0308354695638,434.9700012207031,1,0.0,0,0.0,0.004573567561620413,-0.11768162611415471,-0.1110209647250221,0.0,-0.08294757830433364,-0.0796006051475292
2022-05-04,417.0799865722656,429.05999755859375,144247900,0.030452933683378758,0.03855360647910078,426.288335164388,433.64904930478053,0,0.0,1,0.0,0.029998447023786144,-0.08768317909036857,-0.08394894511787909,0.0,-0.08294757830433364,-0.0796006051475292
2022-05-05,424.54998779296875,413.80999755859375,172929100,-0.03554281472701826,0.038003120031781634,423.68583424886066,431.8766682942708,0,0.0,1,0.0,-0.03618983821471714,-0.12387301730508571,-0.11650797804204394,-0.0,-0.08294757830433364,-0.0796006051475292
2022-05-06,411.1000061035156,411.3399963378906,151770800,-0.0059689259207744705,0.02235471017929269,420.9050013224284,430.20143054780505,0,0.0,1,0.0,-0.005986811165077935,-0.12985982847016364,-0.12178147647270632,-0.0,-0.08294757830433364,-0.0796006051475292
2022-05-09,405.1000061035156,398.1700134277344,155586100,-0.03201726802014637,0.024993704065849665,417.5808359781901,427.7919079008557,1,0.0,0,0.0,-0.03254103072846203,-0.16240085919862568,-0.14989963432073683,-0.0,-0.08294757830433364,-0.0796006051475292
2022-05-10,404.489990234375,399.0899963378906,132497200,0.0023105278627999493,0.028519272172548238,415.3350016276042,425.4833359491257,1,0.0,0,0.0,0.0023078626978000794,-0.1600929965008256,-0.14793545373965844,-0.0,-0.08294757830433364,-0.0796006051475292
2022-05-11,398.07000732421875,392.75,142361000,-0.015886131940332726,0.030819515647499962,412.35500081380206,423.2371448335193,0,0.0,1,0.0,-0.01601366905204431,-0.1761066655528699,-0.16147146354323005,-0.0,-0.08294757830433364,-0.0796006051475292
2022-05-12,389.3699951171875,392.3399963378906,125090800,-0.0010439303936584654,0.027651548916671542,410.375,421.0490490141369,1,0.0,0,0.0,-0.0010444756685108931,-0.17715114122138081,-0.16234682896838715,0.0,-0.08294757830433364,-0.0796006051475292
2022-05-13,396.7099914550781,401.7200012207031,104174400,0.02390784770955201,0.019135025920772986,409.07916768391925,419.0685729980469,1,0.0,0,0.0,0.02362653009661004,-0.15352461112477078,-0.1423203445219401,0.0,-0.08294757830433364,-0.0796006051475292
2022-05-16,399.9800109863281,400.0899963378906,78622400,-0.004057564666582247,0.016021114233909506,406.76916758219403,417.2733343215216,3,0.0,1,0.0,-0.004065818917765487,-0.15759043004253626,-0.14580043518725427,0.0,-0.08294757830433364,-0.0796006051475292
2022-05-17,406.5299987792969,408.32000732421875,83029700,0.020570399314302268,0.014879082298538071,406.4625015258789,415.86142985026044,3,0.0,1,0.0,0.020361686007753992,-0.13722874403478227,-0.12822920904495294,-0.0,-0.08294757830433364,-0.0796006051475292
2022-05-18,403.5,391.8599853515625,117674500,-0.04031157346543268,0.03392651495107413,404.57749938964844,413.3290477934338,3,0.0,1,0.0,-0.04114660289301177,-0.17837534692779405,-0.1633716613295556,-0.0,-0.08294757830433364,-0.0796006051475292
2022-05-19,388.6199951171875,389.4599914550781,98510700,-0.006124621002910446,0.018160289227596493,402.3341649373372,410.6980954124814,2,0.0,0,0.0,-0.0061434534278095535,-0.1845188003556036,-0.16849569282420673,0.0,-0.08294757830433364,-0.0796006051475292
2022-05-20,393.25,389.6300048828125,131432200,0.0004365363104414932,0.04333313150811158,399.04833221435547,408.3919052850632,1,0.0,0,0.0,0.00043644105618661204,-0.184082359299417,-0.16813271100183602,-0.0,-0.08294757830433364,-0.0796006051475292
2022-05-23,392.8299865722656,396.9200134277344,76414900,0.01871007995678986,0.01882782420099116,397.6408335367839,407.00523885091144,0,0.0,1,0.0,0.018537199486682282,-0.1655451598127347,-0.15256840751124234,-0.0,-0.08294757830433364,-0.0796006051475292
2022-05-24,392.55999755859375,393.8900146484375,91448800,-0.007633776773134482,0.021164985068894415,396.1866683959961,405.3566676548549,1,0.0,0,0.0,-0.007663063186207389,-0.1732082229989421,-0.15903751111880338,-0.0,-0.08294757830433364,-0.0796006051475292
2022-05-25,392.30999755859375,397.3699951171875,91472900,0.008834904007038569,0.019291120661433014,396.1200002034505,404.4647623697917,0,0.0,1,0.0,0.008796104601187101,-0.164412118397755,-0.15160768825601778,0.0,-0.08294757830433364,-0.0796006051475292
2022-05-26,398.6700134277344,405.30999755859375,82168300,0.01998138394687965,0.021558529488580724,396.6383336385091,403.8952389671689,0,0.0,1,0.0,0.01978437609715666,-0.14462774230059833,-0.1346556357374804,0.0,-0.08294757830433364,-0.0796006051475292
2022-05-27,407.9100036621094,415.260009765625,84768700,0.02454914082298898,0.01883736189804508,398.51416778564453,403.29762050083707,1,0.0,0,0.0,0.0242526532107174,-0.12037508908988093,-0.11341217507881995,0.0,-0.08294757830433364,-0.0796006051475292
2022-05-31,413.54998779296875,412.92999267578125,95937000,-0.005610983564631744,0.01568176156604162,400.23000081380206,403.34190586635043,0,0.0,1,0.0,-0.0056267842656148054,-0.12600187335549573,-0.1183868047930553,0.0,-0.08294757830433364,-0.0796006051475292
2022-06-01,415.1700134277344,409.5899963378906,86585800,-0.008088529283735268,0.02287862218603154,400.8858337402344,403.10904802594865,1,0.0,0,0.0,-0.008121418909250052,-0.13412329226474579,-0.12551775893941408,-0.0,-0.08294757830433364,-0.0796006051475292
2022-06-02,409.4200134277344,417.3900146484375,79609600,0.019043478552421167,0.0255502989341565,402.32750193277997,403.15714372907365,0,0.0,1,0.0,0.018864421193364102,-0.11525887107138169,-0.10886457513730363,0.0,-0.08294757830433364,-0.0796006051475292
2022-06-03,412.3999938964844,410.5400085449219,71874300,-0.016411523666384986,0.011061997683254443,402.5125020345052,402.2752394903274,0,1.0,1,0.0,-0.01654768451432691,-0.1318065555857086,-0.1234894652523918,0.0,-0.08294757830433364,-0.0796006051475292
2022-06-06,414.7799987792969,411.7900085449219,57508900,0.003044770239154948,0.014760681375661555,404.17333730061847,402.1790495372954,0,1.0,1,1.0,0.003040144313791592,-0.12876641127191701,-0.1208206920618865,-0.01623599887452386,-0.0991835771788575,-0.09442355040646755
2022-06-07,408.1000061035156,415.739990234375,59272400,0.009592223238758413,0.021123172097254894,406.36333719889325,402.3885730561756,0,1.0,1,1.0,0.009546509960919805,-0.1192199013109972,-0.11238740787324697,0.014184602341683597,-0.08499897483717389,-0.08148677397341064
2022-06-08,413.92999267578125,411.2200012207031,64350000,-0.010872153557139663,0.013256012419415208,408.1625035603841,403.010001046317,1,1.0,0,1.0,-0.010931687318656349,-0.13015158862965356,-0.12203766827409979,-0.011150762104447244,-0.09614973694162113,-0.09167200437073642
2022-06-09,409.3399963378906,401.44000244140625,86289800,-0.023782886898168987,0.02565760195876865,408.53916931152344,403.12190609886534,1,1.0,0,0.0,-0.02407026535921321,-0.15422185398886679,-0.14291814711038964,-0.0,-0.09614973694162113,-0.09167200437073642
